designation,material,thickness_mm,qty,width_mm,height_mm,area_mm2,cut_length_mm,holes,hole_diams,min_hole_edge_mm,checks,_rel
КВЗ.ВКРН-5-ДВ.02.00.00.002,Zn,2.0,4,443.05,173.18,0.0,1763.2,8,4.9,8.05,OK,вкрн каталог/ВКРН (-В)- ДУ/№5/КВЗ.ВКРН-5-ДВ.02.00.00.000 Вентеляційни карман/DXF/2мм КВЗ.ВКРН-5-ДВ.02.00.00.002 Основа Zn 4шт..dxf
КВЗ.ВКРН-5-ДВ.02.00.00.001,Zn,2.0,8,369.8,263.99,0.0,1935.2,5,4.0 4.9,7.55,OK,вкрн каталог/ВКРН (-В)- ДУ/№5/КВЗ.ВКРН-5-ДВ.02.00.00.000 Вентеляційни карман/DXF/2мм КВЗ.ВКРН-5-ДВ.02.00.00.001 Боковина Zn 8шт.dxf
КВЗ.ВКРН-5-ДВ.02.00.00.004,Zn,2.0,8,300.0,131.52,0.0,1266.6,4,4.9,3.55,OK,вкрн каталог/ВКРН (-В)- ДУ/№5/КВЗ.ВКРН-5-ДВ.02.00.00.000 Вентеляційни карман/DXF/2мм КВЗ.ВКРН-5-ДВ.02.00.00.004 Боковина Zn 8шт.dxf
КВЗ.ВКРН-5-ДВ.02.00.00.005,Zn,2.0,4,456.05,361.4,0.0,2071.2,10,4.0 4.9,8.5,OK,вкрн каталог/ВКРН (-В)- ДУ/№5/КВЗ.ВКРН-5-ДВ.02.00.00.000 Вентеляційни карман/DXF/2ммКВЗ.ВКРН-5-ДВ.02.00.00.005 рама Zn 4 шт.dxf
КВЗ.ВКРН,Zn,2.0,1,496.65,496.65,193180.6,3165.7,0,,,OK,вкрн каталог/ВКРН (-В)- ДУ/№5/КВЗ.ВКРН-5-ДВ.05.00.00.000 Кришка мотора/DXF/2мм КВЗ.ВКРН(-В)-5-ДУ.05.003 Кришка Zn 1Шт.dxf
КВЗ.ВКРН-5-ДВ.05.00.00.002,Zn,2.0,2,570.0,372.16,0.0,2351.0,17,4.9 5.9 14.5,5.93,OK,вкрн каталог/ВКРН (-В)- ДУ/№5/КВЗ.ВКРН-5-ДВ.05.00.00.000 Кришка мотора/DXF/2мм КВЗ.ВКРН-5-ДВ.05.00.00.002 Ребро Zn 2Шт.dxf
КВЗ.ВКРН-5-ДВ.05.00.00.001,Zn,2.0,2,758.67,391.8,14519.8,2459.9,7,5.9 14.5,5.93,OPEN_CONTOUR:1 незамкнутых контура(ов),вкрн каталог/ВКРН (-В)- ДУ/№5/КВЗ.ВКРН-5-ДВ.05.00.00.000 Кришка мотора/DXF/2мм КВЗ.ВКРН-5-ДВ.05.00.00.001 Ребро Zn 2Шт.dxf
КВЗ.ВР-4-75-5-ДВ.01.00.01.001,Ст3,2.0,1,104.11,103.16,6553.1,755.2,1,45.0,27.5,OK,вкрн каталог/ВКРН (-В)- ДУ/№5/КВЗ.ВР-4-75-5-ДВ.01.00.00.000 Колесо робоче/2мм КВЗ.ВР-4-75-5-ДВ.01.00.01.001 Крильчатка охолодження Ст3 1Шт..dxf
КВЗ.ВР-4-75-5-ДВ.01.02.00.001,Ст3,10.0,1,116.93,118.95,8418.7,847.7,1,60.0,27.56,OK,вкрн каталог/ВКРН (-В)- ДУ/№5/КВЗ.ВР-4-75-5-ДВ.01.00.00.000 Колесо робоче/КВЗ.ВР-4-75-5-ДВ.01.02.00.000 Ступиця Сх.1(циліндр)/10 мм КВЗ.ВР-4-75-5-ДВ.01.02.00.001  Ст3 1шт.dxf
КВЗ.ВР-4-75-5-ДВ.01.01.00.001Д,Ст3,4.0,1,505.0,505.0,0.0,2251.2,2,110.3 505.0,0.0,HOLE_NEAR_EDGE: отверстие 0.0мм от края < толщины 4.0мм,вкрн каталог/ВКРН (-В)- ДУ/№5/КВЗ.ВР-4-75-5-ДВ.01.00.00.000 Колесо робоче/КВЗ.ВР-4-75-5-ДВ.01.01.00.000 Колесо робоче/4мм КВЗ.ВР-4-75-5-ДВ.01.01.00.001Диск нижній Ст3 1Шт..dxf
КВЗ.ВР-4-75-5-ДВ.01.01.00.003,Ст3,4.0,12,125.06,152.43,0.0,881.5,0,,,OK,вкрн каталог/ВКРН (-В)- ДУ/№5/КВЗ.ВР-4-75-5-ДВ.01.00.00.000 Колесо робоче/КВЗ.ВР-4-75-5-ДВ.01.01.00.000 Колесо робоче/4мм КВЗ.ВР-4-75-5-ДВ.01.01.00.003 R Лопатка Ст3 12Шт..dxf
КВЗ.ВР-4-75-5-ДВ.01.01.00.004,Ст3,2.0,1,350.6,350.6,0.0,1696.8,2,75.6 350.6,0.0,HOLE_NEAR_EDGE: отверстие 0.0мм от края < толщины 2.0мм,вкрн каталог/ВКРН (-В)- ДУ/№5/КВЗ.ВР-4-75-5-ДВ.01.00.00.000 Колесо робоче/КВЗ.ВР-4-75-5-ДВ.01.01.00.000 Колесо робоче/2мм КВЗ.ВР-4-75-5-ДВ.01.01.00.004 Конус жорсткості Ст3 1Шт..dxf
КВЗ.ВР-4-75-5-ДВ.01.01.00.002,Ст3,4.0,1,618.59,635.25,0.0,963.7,0,,,OK,вкрн каталог/ВКРН (-В)- ДУ/№5/КВЗ.ВР-4-75-5-ДВ.01.00.00.000 Колесо робоче/КВЗ.ВР-4-75-5-ДВ.01.01.00.000 Колесо робоче/4мм КВЗ.ВР-4-75-5-ДВ.01.01.00.002 Диск верхній (розгортка) Ст3 1Шт..dxf
КВЗ.ВР-4-75-5-ДВ.00.00.00.004,Ст3,2.0,1,735.48,448.52,279757.4,2471.9,6,12.5,6.75,OK,"вкрн каталог/ВКРН (-В)- ДУ/ВР 4-75-ДВ/6,3/2мм Ст3 1Шт. КВЗ.ВР-4-75-5-ДВ.00.00.00.004 Дашок.dxf"
КВЗ.ВР-4-75-5-ДВ.00.00.00.003,Ст3,2.0,1,75.0,75.0,0.0,276.5,3,6.5 75.0,0.0,HOLE_NEAR_EDGE: отверстие 0.0мм от края < толщины 2.0мм,"вкрн каталог/ВКРН (-В)- ДУ/ВР 4-75-ДВ/6,3/2мм КВЗ.ВР-4-75-5-ДВ.00.00.00.003 Шайба Ст3 1Шт..dxf"
КВЗ.ВР-4-75-5-ДВ.00.00.00.001,Ст3,2.0,1,52.0,52.0,67.9,388.8,2,12.5 52.0,0.0,HOLE_NEAR_EDGE: отверстие 0.0мм от края < толщины 2.0мм,"вкрн каталог/ВКРН (-В)- ДУ/ВР 4-75-ДВ/6,3/2мм КВЗ.ВР-4-75-5-ДВ.00.00.00.001шайба Ст3 1Шт..dxf"
"КВЗ.ВР-4-75-6,3-ДВ.03.00.00.007",Ст3,4.0,2,750.0,750.0,0.0,3314.4,14,15.0 125.0 750.0,0.0,HOLE_NEAR_EDGE: отверстие 0.0мм от края < толщины 4.0мм,"вкрн каталог/ВКРН (-В)- ДУ/ВР 4-75-ДВ/6,3/КВЗ.ВР-4-75-6,3-ДВ.03.00.00.000 СК Рама/4мм Ст3 2Шт. КВЗ.ВР-4-75-6,3-ДВ.03.00.00.007 Екран.dxf"
"КВЗ.ВР-4-75-6,3-ДВ.03.00.00.001-03",Ст3,5.0,1,408.0,422.0,172076.0,1936.3,0,,,OK,"вкрн каталог/ВКРН (-В)- ДУ/ВР 4-75-ДВ/6,3/КВЗ.ВР-4-75-6,3-ДВ.03.00.00.000 СК Рама/5мм Ст3 1Шт. КВЗ.ВР-4-75-6,3-ДВ.03.00.00.001-03 Плита підмоторна (Н-112).dxf"
"КВЗ.ВР-4-75-6,3-ДВ.03.00.00.001-01",Ст3,5.0,1,408.0,422.0,172076.0,1888.3,0,,,OK,"вкрн каталог/ВКРН (-В)- ДУ/ВР 4-75-ДВ/6,3/КВЗ.ВР-4-75-6,3-ДВ.03.00.00.000 СК Рама/5мм Ст3 1Шт. КВЗ.ВР-4-75-6,3-ДВ.03.00.00.001-01 Плита підмоторна (Н-90).dxf"
"КВЗ.ВР-4-75-6,3-ДВ.03.00.00.001-02",Ст3,5.0,1,408.0,422.0,172076.0,2048.3,0,,,OK,"вкрн каталог/ВКРН (-В)- ДУ/ВР 4-75-ДВ/6,3/КВЗ.ВР-4-75-6,3-ДВ.03.00.00.000 СК Рама/5мм Ст3 1Шт. КВЗ.ВР-4-75-6,3-ДВ.03.00.00.001-02 Плита підмоторна (Н-100.dxf"
"КВЗ.ВР-4-75-6,3-ДВ.03.00.00.001-04",Ст3,5.0,1,408.0,422.0,172076.0,2092.3,0,,,OK,"вкрн каталог/ВКРН (-В)- ДУ/ВР 4-75-ДВ/6,3/КВЗ.ВР-4-75-6,3-ДВ.03.00.00.000 СК Рама/5мм Ст3 1Шт. КВЗ.ВР-4-75-6,3-ДВ.03.00.00.001-04 Плита підмоторна (Н-132).dxf"
"КВЗ.ВР-4-75-6,3-ДВ.03.00.00.001",Ст3,5.0,1,408.0,422.0,172076.0,1848.3,0,,,OK,"вкрн каталог/ВКРН (-В)- ДУ/ВР 4-75-ДВ/6,3/КВЗ.ВР-4-75-6,3-ДВ.03.00.00.000 СК Рама/5мм Ст3 1шт. КВЗ.ВР-4-75-6,3-ДВ.03.00.00.001 Плита підмоторна (Н-80).dxf"
"КВЗ.ВР-4-75-6,3-ДВ.06.00.00.005",Ст3,2.0,1,519.66,55.52,22077.0,2234.1,4,5.0,7.5,OK,"вкрн каталог/ВКРН (-В)- ДУ/ВР 4-75-ДВ/6,3/КВЗ.ВР-4-75-6,3-ДВ.03.00.00.000 СК Рама/2мм Ст3 1Шт. КВЗ.ВР-4-75-6,3-ДВ.06.00.00.005 Захист крильчатки охолодження.dxf"
"КВЗ.ВР-4-75-6,3-ДВ.05.00.00.000",Ст3,3.0,1,401.72,492.89,135999.2,1739.7,3,13.0,17.12,OK,"вкрн каталог/ВКРН (-В)- ДУ/ВР 4-75-ДВ/6,3/КВЗ.ВР-4-75-6,3-ДВ.05.00.00.000СК Стійка/3мм Ст3 1Шт. КВЗ.ВР-4-75-6,3-ДВ.05.00.00.000 СК Стійка.dxf"
"КВЗ.ВР-4-75-6,3-ДВ.01.01.00.004",Ст3,2.0,1,464.99,467.64,1123.5,398.7,0,,,OK,"вкрн каталог/ВКРН (-В)- ДУ/ВР 4-75-ДВ/6,3/КВЗ.ВР-4-75-6,3-ДВ.01.00.00.000 СК Робоче колесо/2 мм ст3 1Шт. КВЗ.ВР-4-75-6,3-ДВ.01.01.00.004 Конус жорсткості розготка.dxf"
"КВЗ.ВР-4-75-6,3-ДВ.01.00.01.001",Ст3,2.0,1,116.93,118.95,8418.7,847.7,1,60.0,27.56,OK,"вкрн каталог/ВКРН (-В)- ДУ/ВР 4-75-ДВ/6,3/КВЗ.ВР-4-75-6,3-ДВ.01.00.00.000 СК Робоче колесо/2мм Ст3 1Шт. КВЗ.ВР-4-75-6,3-ДВ.01.00.01.001 Крильчатка охолодження.dxf"
"КВЗ.ВР-4-75-6,3-ДВ.01.01.00.001.03-01",09Г2С,2.0,1,779.05,800.03,26998.0,742.0,0,,,OK,"вкрн каталог/ВКРН (-В)- ДУ/ВР 4-75-ДВ/6,3/КВЗ.ВР-4-75-6,3-ДВ.01.00.00.000 СК Робоче колесо/КВЗ.ВР-4-75-6,3-ДВ.01.01.00.000 СК Робоче колесо/2мм 09Г2с 1Шт.  КВЗ.ВР-4-75-6,3-ДВ.01.01.00.001.03-01 Покривний диск.dxf"
"КВЗ.ВР-4-75-6,3-ДВ.01.01.00.001.02",09Г2С,4.0,1,640.0,640.0,89.4,4448.0,2,110.0 640.0,0.0,HOLE_NEAR_EDGE: отверстие 0.0мм от края < толщины 4.0мм,"вкрн каталог/ВКРН (-В)- ДУ/ВР 4-75-ДВ/6,3/КВЗ.ВР-4-75-6,3-ДВ.01.00.00.000 СК Робоче колесо/КВЗ.ВР-4-75-6,3-ДВ.01.01.00.000 СК Робоче колесо/4мм 09Г2с 1Шт. КВЗ.ВР-4-75-6,3-ДВ.01.01.00.001.02 Корінний диск ,.dxf"
"КВЗ.ВР-4-75-6,3-ДВ.01.01.00.001",09Г2С,3.0,12,198.23,157.45,12625.0,423.8,0,,,OPEN_CONTOUR:1 незамкнутых контура(ов),"вкрн каталог/ВКРН (-В)- ДУ/ВР 4-75-ДВ/6,3/КВЗ.ВР-4-75-6,3-ДВ.01.00.00.000 СК Робоче колесо/КВЗ.ВР-4-75-6,3-ДВ.01.01.00.000 СК Робоче колесо/3мм 09Г2с 12Шт. КВЗ.ВР-4-75-6,3-ДВ.01.01.00.001 Лопатка.dxf"
КВЗ.ВР.80-75.5.01-ДВ.01.02.00.001,Ст3,10.0,1,150.0,150.0,0.0,659.7,2,60.0 150.0,0.0,HOLE_NEAR_EDGE: отверстие 0.0мм от края < толщины 10.0мм,"вкрн каталог/ВКРН (-В)- ДУ/ВР 4-75-ДВ/6,3/КВЗ.ВР-4-75-6,3-ДВ.01.00.00.000 СК Робоче колесо/КВЗ.ВР-4-75-6,3-ДВ.01.06.00.000 Ступиця Сх.1(циліндр)/10 мм КВЗ.ВР.80-75.5.01-ДВ.01.02.00.001  Ст3 1шт.dxf"
"КВЗ.ВР-4-75-6,3-ДВ.04.00.00.002",Ст3,2.0,4,372.5,372.5,18643.2,1283.1,3,21.0,16.68,OK,"вкрн каталог/ВКРН (-В)- ДУ/ВР 4-75-ДВ/6,3/КВЗ.ВР-4-75-6,3-ДВ.04.00.00.000 СК Дифузор/2мм Ст3 4Шт. КВЗ.ВР-4-75-6,3-ДВ.04.00.00.002 Флянець.dxf"
"КВЗ.ВР-4-75-6,3-ДВ.04.00.00.001",Ст3,1.2,1,1357.83,726.14,31201.9,2739.1,0,,,OK,"вкрн каталог/ВКРН (-В)- ДУ/ВР 4-75-ДВ/6,3/КВЗ.ВР-4-75-6,3-ДВ.04.00.00.000 СК Дифузор/1,2мм Ст3 1Шт.КВЗ.ВР-4-75-6,3-ДВ.04.00.00.001 Конус розгортка.dxf"
"КВЗ.ВР-4-75-6,3-ДВ.04.00.00.002-01",Ст,1.2,1,1440.51,10.0,14405.1,2901.0,0,,,OK,"вкрн каталог/ВКРН (-В)- ДУ/ВР 4-75-ДВ/6,3/КВЗ.ВР-4-75-6,3-ДВ.04.00.00.000 СК Дифузор/Доработка/1,2мм Ст.3 1шт. КВЗ.ВР-4-75-6,3-ДВ.04.00.00.002-01 Флянець.dxf"
"КВЗ.ВР-4-75-6,3-ДВ.02.00.00.003",Ст3,1.5,1,1512.98,468.93,709480.7,3963.8,0,,,OK,"вкрн каталог/ВКРН (-В)- ДУ/ВР 4-75-ДВ/6,3/КВЗ.ВР-4-75-6,3-ДВ.02.00.00.000 СК Корпус спіральний/1,5мм Ст3 1Шт. (2із2) КВЗ.ВР-4-75-6,3-ДВ.02.00.00.003 Спіраль.dxf"
"КВЗ.ВР-4-75-6,3-ДВ.02.00.00.002",Ст3,1.5,1,292.5,438.0,128115.3,1461.0,0,,,OK,"вкрн каталог/ВКРН (-В)- ДУ/ВР 4-75-ДВ/6,3/КВЗ.ВР-4-75-6,3-ДВ.02.00.00.000 СК Корпус спіральний/1,5мм Ст3 1Шт. КВЗ.ВР-4-75-6,3-ДВ.02.00.00.002 Язик.dxf"
"КВЗ.ВР-4-75-6,3-ДВ.02.00.00.003",Ст3,1.5,1,1512.98,468.93,709480.7,3963.8,0,,,OK,"вкрн каталог/ВКРН (-В)- ДУ/ВР 4-75-ДВ/6,3/КВЗ.ВР-4-75-6,3-ДВ.02.00.00.000 СК Корпус спіральний/1,5мм Ст3 1Шт. (1із2) КВЗ.ВР-4-75-6,3-ДВ.02.00.00.003 Спіраль.dxf"
"КВЗ.ВР-4-75-6,3-ДВ.02.00.00.001",Ст3,3.0,2,954.0,1112.0,654448.6,5775.3,13,11.0 680.0,35.0,OK,"вкрн каталог/ВКРН (-В)- ДУ/ВР 4-75-ДВ/6,3/КВЗ.ВР-4-75-6,3-ДВ.02.00.00.000 СК Корпус спіральний/3мм Ст3 2Шт. КВЗ.ВР-4-75-6,3-ДВ.02.00.00.001 Бокова стінка.dxf"
"КВЗ.ВР-4-75-6,3-ДВ.02.02.00.001",Ст3,3.0,4,526.79,146.57,54483.5,1192.9,0,,,OK,"вкрн каталог/ВКРН (-В)- ДУ/ВР 4-75-ДВ/6,3/КВЗ.ВР-4-75-6,3-ДВ.02.00.00.000 СК Корпус спіральний/КВЗ.ВР-4-75-6,3-ДВ.02.02.00.000СБ Вхідний флянець/3мм Ст3 4Шт. КВЗ.ВР-4-75-6,3-ДВ.02.02.00.001 Фланець корпуса.dxf"
"КВЗ.ВР-4-75-6,3-ДВ.02.02.00.003",Ст3,2.0,1,2000.38,75.0,150028.9,4150.8,0,,,OK,"вкрн каталог/ВКРН (-В)- ДУ/ВР 4-75-ДВ/6,3/КВЗ.ВР-4-75-6,3-ДВ.02.00.00.000 СК Корпус спіральний/КВЗ.ВР-4-75-6,3-ДВ.02.02.00.000СБ Вхідний флянець/2мм Ст3 1Шт. КВЗ.ВР-4-75-6,3-ДВ.02.02.00.003 Обичайка вхідного флянця.dxf"
"КВЗ.ВР-4-75-6,3-ДВ.02.02.00.002",Ст3,3.0,4,186.18,482.0,41981.6,1134.0,0,,,OK,"вкрн каталог/ВКРН (-В)- ДУ/ВР 4-75-ДВ/6,3/КВЗ.ВР-4-75-6,3-ДВ.02.00.00.000 СК Корпус спіральний/КВЗ.ВР-4-75-6,3-ДВ.02.02.00.000СБ Вхідний флянець/3мм Ст3 4Шт. КВЗ.ВР-4-75-6,3-ДВ.02.02.00.002 Фланець.dxf"
КВЗ.ВР.80-75.5.01-ДВ.01.02.00.001,Ст3,10.0,1,150.0,150.0,0.0,907.4,2,45.0 150.0,0.0,HOLE_NEAR_EDGE: отверстие 0.0мм от края < толщины 10.0мм,"вкрн каталог/ВКРН (-В)- ДУ/ВР 4-75-ДВ/2,5/КВЗ.ВР-4-75-2,5-ДВ.01.00.00.000 Колесо робоче/КВЗ.ВР-4-75-5-ДВ.01.02.00.000 Ступиця Сх.1(циліндр)/10 мм КВЗ.ВР.80-75.5.01-ДВ.01.02.00.001  Ст3 1шт.dxf"
КВЗ.ВР.80-75.5.01-ДВ.01.02.00.001,Ст3,10.0,1,150.0,150.0,0.0,907.4,2,45.0 150.0,0.0,HOLE_NEAR_EDGE: отверстие 0.0мм от края < толщины 10.0мм,"вкрн каталог/ВКРН (-В)- ДУ/ВР 4-75-ДВ/3,15/КВЗ.ВР-4-75-3,15-ДВ.01.00.00.000 Колесо робоче/КВЗ.ВР-4-75-3,15-ДВ.01.02.00.000 Ступиця Сх.1(циліндр)/10 мм КВЗ.ВР.80-75.5.01-ДВ.01.02.00.001  Ст3 1шт.dxf"
КВЗ.ВР.80-75.5.01-ДВ.01.02.00.001,Ст3,10.0,1,150.0,150.0,0.0,907.4,2,45.0 150.0,0.0,HOLE_NEAR_EDGE: отверстие 0.0мм от края < толщины 10.0мм,вкрн каталог/ВКРН (-В)- ДУ/ВР 4-75-ДВ/10/КВЗ.ВР-4-75-10-ДВ.01.00.00.000СБ Рабочее колесо/КВЗ.ВР-4-75-8-ДВ.01.02.00.001 Ступиця Сх.1(циліндр)/10 мм КВЗ.ВР.80-75.5.01-ДВ.01.02.00.001  Ст3 1шт.dxf
КВЗ.ВР.80-75.5.01-ДВ.01.02.00.001,Ст3,10.0,1,150.0,150.0,0.0,907.4,2,45.0 150.0,0.0,HOLE_NEAR_EDGE: отверстие 0.0мм от края < толщины 10.0мм,"вкрн каталог/ВКРН (-В)- ДУ/ВР 4-75-ДВ/8/КВЗ.ВР-4-75-8-ДВ.01.00.00.000 - Колесо робоче/КВЗ.ВР-4-75-6,3-ДВ.01.06.00.000 Ступиця Сх.1(циліндр)/10 мм КВЗ.ВР.80-75.5.01-ДВ.01.02.00.001  Ст3 1шт.dxf"
КВЗ.ВР.80-75.5.01-ДВ.01.02.00.001,Ст3,10.0,1,150.0,150.0,0.0,907.4,2,45.0 150.0,0.0,HOLE_NEAR_EDGE: отверстие 0.0мм от края < толщины 10.0мм,"вкрн каталог/ВКРН (-В)- ДУ/ВР 4-75-ДВ/12,5/КВЗ.ВР-4-75-12,5-ДВ.01.00.00.000 СБ Рабочее колесо/КВЗ.ВР-4-75-8-ДВ.01.02.00.001 Ступиця Сх.1(циліндр)/10 мм КВЗ.ВР.80-75.5.01-ДВ.01.02.00.001  Ст3 1шт.dxf"
КВЗ.ВР.80-75.5.01-ДВ.00.00.00.003,Ст3,2.0,1,60.0,60.0,0.0,229.3,3,6.5 60.0,0.0,HOLE_NEAR_EDGE: отверстие 0.0мм от края < толщины 2.0мм,вкрн каталог/ВКРН (-В)- ДУ/ВР 4-75-ДВ/ВР 4-75-5-ДВ/2мм КВЗ.ВР.80-75.5.01-ДВ.00.00.00.003 Шайба Ст3 1Шт..dxf
КВЗ.ВР.80-75.5.01-ДВ.00.00.00.002,Ст3,2.0,1,35.0,35.0,49.8,262.4,2,6.5 35.0,0.0,HOLE_NEAR_EDGE: отверстие 0.0мм от края < толщины 2.0мм,вкрн каталог/ВКРН (-В)- ДУ/ВР 4-75-ДВ/ВР 4-75-5-ДВ/2мм КВЗ.ВР.80-75.5.01-ДВ.00.00.00.002 шайба Ст3 1Шт..dxf
КВЗ.ВР.80-75.5.01-ДВ.00.00.00.001,Ст3,,1,537.57,261.45,0.0,3123.8,4,8.5 10.0,12.5,OK,вкрн каталог/ВКРН (-В)- ДУ/ВР 4-75-ДВ/ВР 4-75-5-ДВ/КВЗ.ВР.80-75.5.01-ДВ.00.00.00.001 Стійка Ст3 1шт.dxf
КВЗ.ВР.80-75.5.01-ДВ.05.00.00.002,Ст3,3.0,4,560.0,560.0,0.0,4096.4,10,9.0 504.0 560.0,0.0,HOLE_NEAR_EDGE: отверстие 0.0мм от края < толщины 3.0мм,вкрн каталог/ВКРН (-В)- ДУ/ВР 4-75-ДВ/ВР 4-75-5-ДВ/КВЗ.ВР.80-75.5.01-ДВ.05.00.00.000  Колектор вхідний/3мм КВЗ.ВР.80-75.5.01-ДВ.05.00.00.002 Фланець приєднувальний (част) Ст3 4шт.dxf
КВЗ.ВР.80-75.5.01-ДВ.05.00.00.003,Ст3,1.5,1,1587.47,68.0,0.0,3729.5,0,,,OK,"вкрн каталог/ВКРН (-В)- ДУ/ВР 4-75-ДВ/ВР 4-75-5-ДВ/КВЗ.ВР.80-75.5.01-ДВ.05.00.00.000  Колектор вхідний/1,5мм КВЗ.ВР.80-75.5.01-ДВ.05.00.00.003 Ст3 1шт.dxf"
КВЗ.ВР.80-75.5.01-ДВ.05.00.00.001,Ст3,3.0,4,590.0,590.0,0.0,4244.8,10,11.0 458.0 590.0,0.0,HOLE_NEAR_EDGE: отверстие 0.0мм от края < толщины 3.0мм,вкрн каталог/ВКРН (-В)- ДУ/ВР 4-75-ДВ/ВР 4-75-5-ДВ/КВЗ.ВР.80-75.5.01-ДВ.05.00.00.000  Колектор вхідний/3мм КВЗ.ВР.80-75.5.01-ДВ.05.00.00.001 Фланець корпуса (част) Ст3 4шт.dxf
КВЗ.ВР.80-75.5.01-ДВ.06.00.00.002,Ст3,4.0,1,539.6,539.6,0.0,2925.6,14,17.0 55.0 539.6,0.0,HOLE_NEAR_EDGE: отверстие 0.0мм от края < толщины 4.0мм,вкрн каталог/ВКРН (-В)- ДУ/ВР 4-75-ДВ/ВР 4-75-5-ДВ/КВЗ.ВР.80-75.5.01-ДВ.06.00.00.000 -Екра в зборі/4мм КВЗ.ВР.80-75.5.01-ДВ.06.00.00.002 Екран Ст3 1 шт.dxf
КВЗ.ВР.80-75.5.01-ДВ.06.00.00.003,Ст3,4.0,1,539.6,539.6,0.0,2361.2,14,8.5 110.0 539.6,0.0,HOLE_NEAR_EDGE: отверстие 0.0мм от края < толщины 4.0мм,вкрн каталог/ВКРН (-В)- ДУ/ВР 4-75-ДВ/ВР 4-75-5-ДВ/КВЗ.ВР.80-75.5.01-ДВ.06.00.00.000 -Екра в зборі/4мм КВЗ.ВР.80-75.5.01-ДВ.06.00.00.003 Тепловий екран Ст3 1шт.dxf
КВЗ.ВР.80-75.5.01-ДВ.06.00.00.005,Ст3,2.0,1,392.1,55.52,15604.5,2053.7,4,5.0,7.5,OPEN_CONTOUR:18 незамкнутых контура(ов),вкрн каталог/ВКРН (-В)- ДУ/ВР 4-75-ДВ/ВР 4-75-5-ДВ/КВЗ.ВР.80-75.5.01-ДВ.06.00.00.000 -Екра в зборі/2мм КВЗ.ВР.80-75.5.01-ДВ.06.00.00.005 Захист крильчатки охолодження Ст3 1Шт..dxf
КВЗ.ВР.80-75.5.01-ДВ.06.00.00.002,,,,539.6,539.6,1020.0,3284.9,14,17.0 55.0 539.6,0.0,OK,вкрн каталог/ВКРН (-В)- ДУ/ВР 4-75-ДВ/ВР 4-75-5-ДВ/КВЗ.ВР.80-75.5.01-ДВ.06.00.00.000 -Екра в зборі/!Архів/КВЗ.ВР.80-75.5.01-ДВ.06.00.00.002  Екран (одноразово).dxf
КВЗ.ВР.80-75.5.01-ДВ.01.00.00.001,Ст3,2.0,1,104.29,103.16,6553.1,755.2,1,45.0,27.5,OK,вкрн каталог/ВКРН (-В)- ДУ/ВР 4-75-ДВ/ВР 4-75-5-ДВ/КВЗ.ВР.80-75.5.01-ДВ.01.00.00.000 Колесо робоче/2мм КВЗ.ВР.80-75.5.01-ДВ.01.00.00.001 Крильчатка охолодження Ст3 1Шт..dxf
КВЗ.ВР.80-75.5.01-ДВ.01.02.00.001,Ст3,10.0,1,150.0,150.0,0.0,907.4,2,45.0 150.0,0.0,HOLE_NEAR_EDGE: отверстие 0.0мм от края < толщины 10.0мм,вкрн каталог/ВКРН (-В)- ДУ/ВР 4-75-ДВ/ВР 4-75-5-ДВ/КВЗ.ВР.80-75.5.01-ДВ.01.00.00.000 Колесо робоче/КВЗ.ВР.80-75.5.01-ДВ.01.02.00.000 Ступиця Сх.1(циліндр)/10 мм КВЗ.ВР.80-75.5.01-ДВ.01.02.00.001  Ст3 1шт.dxf
КВЗ.ВР.80-75.5.01-ДВ.01.01.00.001,Ст3,4.0,1,505.0,505.0,0.0,2292.6,2,110.3 505.0,0.0,HOLE_NEAR_EDGE: отверстие 0.0мм от края < толщины 4.0мм,вкрн каталог/ВКРН (-В)- ДУ/ВР 4-75-ДВ/ВР 4-75-5-ДВ/КВЗ.ВР.80-75.5.01-ДВ.01.00.00.000 Колесо робоче/КВЗ.ВР.80-75.5.01-ДВ.01.01.00.000 Колесо робоче/4мм КВЗ.ВР.80-75.5.01-ДВ.01.01.00.001 Диск нижній Ст3 1 шт.dxf
КВЗ.ВР.80-75.5.01-ДВ.01.01.00.002,Ст3,2.0,1,618.59,635.25,0.0,1108.7,0,,,OK,вкрн каталог/ВКРН (-В)- ДУ/ВР 4-75-ДВ/ВР 4-75-5-ДВ/КВЗ.ВР.80-75.5.01-ДВ.01.00.00.000 Колесо робоче/КВЗ.ВР.80-75.5.01-ДВ.01.01.00.000 Колесо робоче/2мм КВЗ.ВР.80-75.5.01-ДВ.01.01.00.002 Диск верхній  Ст3 1 шт.dxf
КВЗ.ВР.80-75.5.01-ДВ.01.00.00.004,Ст3,2.0,1,350.6,350.6,0.0,1649.7,2,60.6 350.6,0.0,HOLE_NEAR_EDGE: отверстие 0.0мм от края < толщины 2.0мм,вкрн каталог/ВКРН (-В)- ДУ/ВР 4-75-ДВ/ВР 4-75-5-ДВ/КВЗ.ВР.80-75.5.01-ДВ.01.00.00.000 Колесо робоче/КВЗ.ВР.80-75.5.01-ДВ.01.01.00.000 Колесо робоче/2мм КВЗ.ВР.80-75.5.01-ДВ.01.00.00.004 Конус жорсткості Ст3 1шт.dxf
